order_id,payment_method,amount,payment_date,payment_status,transaction_id,created_at
2430,PayMaya,843.02,2025-07-21 14:04:00,completed,PM_20250721_859,2025-07-21 14:04:00
2431,PayMaya,661.9,2025-07-24 10:33:00,pending,PM_20250724_981,2025-07-24 10:33:00
2432,PayMaya,894.11,2025-07-25 14:34:00,completed,PM_20250725_463,2025-07-25 14:34:00
2433,GCash,876.8,2025-07-27 19:16:00,completed,GC_20250727_795,2025-07-27 19:16:00
2434,Credit Card,15820.49,2025-03-26 18:03:00,completed,CC_20250326_927,2025-03-26 18:03:00
2435,Credit Card,10612.29,2025-03-30 14:56:00,completed,CC_20250330_315,2025-03-30 14:56:00
2436,Bank Transfer,15750.28,2025-03-31 14:33:00,completed,BT_20250331_645,2025-03-31 14:33:00
2437,Credit Card,1479.44,2025-04-13 17:00:00,completed,CC_20250413_362,2025-04-13 17:00:00
2438,Credit Card,1360.03,2025-04-14 12:28:00,completed,CC_20250414_586,2025-04-14 12:28:00
2439,Credit Card,1273.82,2025-04-14 19:02:00,completed,CC_20250414_173,2025-04-14 19:02:00
2440,Bank Transfer,1723.99,2025-04-14 20:11:00,completed,BT_20250414_995,2025-04-14 20:11:00
2441,Bank Transfer,1429.74,2025-04-14 11:36:00,completed,BT_20250414_469,2025-04-14 11:36:00
2442,Credit Card,1826.86,2025-04-15 09:52:00,completed,CC_20250415_705,2025-04-15 09:52:00
2443,Credit Card,1041.4,2025-04-15 09:27:00,completed,CC_20250415_984,2025-04-15 09:27:00
2444,Credit Card,1536.67,2025-04-15 20:24:00,completed,CC_20250415_615,2025-04-15 20:24:00
2445,Credit Card,1058.81,2025-04-15 20:13:00,completed,CC_20250415_894,2025-04-15 20:13:00
2446,Credit Card,1690.41,2025-04-16 14:34:00,completed,CC_20250416_840,2025-04-16 14:34:00
2447,Bank Transfer,1261.85,2025-04-16 19:46:00,completed,BT_20250416_212,2025-04-16 19:46:00
2448,Credit Card,1702.79,2025-04-16 09:12:00,completed,CC_20250416_923,2025-04-16 09:12:00
2449,Bank Transfer,1203.23,2025-04-16 12:38:00,completed,BT_20250416_750,2025-04-16 12:38:00
2450,Credit Card,1587.7,2025-04-16 18:17:00,completed,CC_20250416_451,2025-04-16 18:17:00
2451,Bank Transfer,1099.52,2025-04-16 20:20:00,completed,BT_20250416_571,2025-04-16 20:20:00
2452,Credit Card,1576.5,2025-04-17 13:18:00,completed,CC_20250417_354,2025-04-17 13:18:00
2453,Credit Card,1822.44,2025-04-18 10:31:00,completed,CC_20250418_359,2025-04-18 10:31:00
2454,GCash,1945.73,2025-04-18 18:20:00,completed,GC_20250418_746,2025-04-18 18:20:00
2455,Bank Transfer,1919.58,2025-04-18 18:53:00,completed,BT_20250418_589,2025-04-18 18:53:00
2456,Credit Card,1676.31,2025-04-18 17:56:00,completed,CC_20250418_451,2025-04-18 17:56:00
2457,Credit Card,1855.68,2025-04-19 14:39:00,completed,CC_20250419_988,2025-04-19 14:39:00
2458,Bank Transfer,1451.48,2025-04-19 14:10:00,completed,BT_20250419_382,2025-04-19 14:10:00
2459,Credit Card,1599.42,2025-04-19 20:04:00,completed,CC_20250419_526,2025-04-19 20:04:00
2460,Credit Card,1703.44,2025-04-21 20:57:00,completed,CC_20250421_696,2025-04-21 20:57:00
2461,GCash,1529.45,2025-04-21 16:00:00,completed,GC_20250421_185,2025-04-21 16:00:00
2462,PayMaya,1362.39,2025-04-22 19:45:00,completed,PM_20250422_656,2025-04-22 19:45:00
2463,Credit Card,1339.14,2025-04-22 17:35:00,pending,CC_20250422_872,2025-04-22 17:35:00
2464,Credit Card,1389.62,2025-04-23 17:37:00,completed,CC_20250423_760,2025-04-23 17:37:00
2465,Credit Card,970.33,2025-04-23 11:57:00,pending,CC_20250423_595,2025-04-23 11:57:00
2466,Credit Card,1190.84,2025-04-26 13:18:00,completed,CC_20250426_354,2025-04-26 13:18:00
2467,Credit Card,1018.96,2025-03-10 19:05:00,completed,CC_20250310_111,2025-03-10 19:05:00
2468,Bank Transfer,1325.47,2025-03-13 18:19:00,completed,BT_20250313_842,2025-03-13 18:19:00
2469,Credit Card,1163.21,2025-03-14 17:33:00,completed,CC_20250314_828,2025-03-14 17:33:00
2470,GCash,1029.98,2025-03-14 17:01:00,pending,GC_20250314_443,2025-03-14 17:01:00
2471,Credit Card,1440.55,2025-03-15 18:19:00,completed,CC_20250315_481,2025-03-15 18:19:00
2472,Bank Transfer,1314.8,2025-03-15 20:49:00,completed,BT_20250315_788,2025-03-15 20:49:00
2473,GCash,1254.4,2025-03-15 16:17:00,completed,GC_20250315_858,2025-03-15 16:17:00
2474,Credit Card,1301.18,2025-03-15 11:18:00,completed,CC_20250315_287,2025-03-15 11:18:00
2475,GCash,999.81,2025-03-16 15:31:00,completed,GC_20250316_789,2025-03-16 15:31:00
2476,Credit Card,1101.69,2025-03-17 17:26:00,completed,CC_20250317_194,2025-03-17 17:26:00
2477,Bank Transfer,850.97,2025-03-17 13:01:00,pending,BT_20250317_606,2025-03-17 13:01:00
2478,Credit Card,1288.06,2025-03-17 16:25:00,completed,CC_20250317_923,2025-03-17 16:25:00
2479,Bank Transfer,1125.51,2025-03-18 16:41:00,completed,BT_20250318_752,2025-03-18 16:41:00
2480,Credit Card,1302.44,2025-03-18 17:20:00,completed,CC_20250318_356,2025-03-18 17:20:00
2481,Credit Card,1223.77,2025-03-19 09:22:00,completed,CC_20250319_546,2025-03-19 09:22:00
2482,Bank Transfer,964.39,2025-03-20 15:02:00,pending,BT_20250320_333,2025-03-20 15:02:00
2483,Bank Transfer,1171.3,2025-03-20 09:41:00,completed,BT_20250320_510,2025-03-20 09:41:00
2484,Credit Card,1301.48,2025-03-22 11:57:00,completed,CC_20250322_646,2025-03-22 11:57:00
2485,Bank Transfer,1197.98,2025-03-23 19:04:00,completed,BT_20250323_261,2025-03-23 19:04:00
2486,Bank Transfer,914.59,2025-03-23 10:14:00,pending,BT_20250323_459,2025-03-23 10:14:00
2487,Credit Card,1166.4,2025-03-23 20:13:00,completed,CC_20250323_145,2025-03-23 20:13:00
2488,Credit Card,1330.49,2025-03-23 19:15:00,pending,CC_20250323_790,2025-03-23 19:15:00
2489,Credit Card,984.75,2025-03-24 18:51:00,completed,CC_20250324_829,2025-03-24 18:51:00
2490,Credit Card,893.53,2025-03-26 20:51:00,completed,CC_20250326_652,2025-03-26 20:51:00
2491,Credit Card,1283.66,2025-03-26 18:32:00,completed,CC_20250326_656,2025-03-26 18:32:00
2492,GCash,1260.83,2025-03-26 17:54:00,pending,GC_20250326_214,2025-03-26 17:54:00
2493,Credit Card,1251.3,2025-03-27 17:14:00,completed,CC_20250327_464,2025-03-27 17:14:00
2494,Credit Card,1173.74,2025-03-27 13:46:00,completed,CC_20250327_828,2025-03-27 13:46:00
2495,Bank Transfer,839.26,2025-03-27 13:41:00,pending,BT_20250327_454,2025-03-27 13:41:00
2496,Credit Card,1066.88,2025-03-28 15:22:00,completed,CC_20250328_269,2025-03-28 15:22:00
2497,Bank Transfer,1260.34,2025-03-30 09:54:00,pending,BT_20250330_863,2025-03-30 09:54:00
2498,PayMaya,699.28,2025-03-31 18:08:00,completed,PM_20250331_638,2025-03-31 18:08:00
2499,Bank Transfer,971.97,2025-04-02 08:48:00,completed,BT_20250402_921,2025-04-02 08:48:00
2500,Credit Card,784.93,2025-04-02 15:21:00,completed,CC_20250402_336,2025-04-02 15:21:00
2501,Credit Card,1314.62,2025-04-06 13:53:00,completed,CC_20250406_537,2025-04-06 13:53:00
2502,GCash,942.57,2025-04-06 14:01:00,completed,GC_20250406_307,2025-04-06 14:01:00
2503,Bank Transfer,1205.74,2025-04-11 17:41:00,completed,BT_20250411_997,2025-04-11 17:41:00
2504,Credit Card,382.34,2025-03-19 10:08:00,completed,CC_20250319_610,2025-03-19 10:08:00
2505,COD,332.49,2025-03-22 13:16:00,completed,COD_20250322_486,2025-03-22 13:16:00
2506,GCash,246.96,2025-03-22 09:23:00,completed,GC_20250322_983,2025-03-22 09:23:00
2507,COD,303.16,2025-03-24 20:58:00,completed,COD_20250324_960,2025-03-24 20:58:00
2508,Credit Card,285.79,2025-03-24 14:40:00,completed,CC_20250324_893,2025-03-24 14:40:00
2509,Credit Card,366.54,2025-03-25 16:12:00,pending,CC_20250325_864,2025-03-25 16:12:00
2510,GCash,338.53,2025-03-25 08:00:00,completed,GC_20250325_838,2025-03-25 08:00:00
2511,PayMaya,336.74,2025-03-26 09:23:00,completed,PM_20250326_971,2025-03-26 09:23:00
2512,GCash,279.21,2025-03-26 17:50:00,completed,GC_20250326_206,2025-03-26 17:50:00
2513,GCash,295.72,2025-03-26 19:54:00,completed,GC_20250326_604,2025-03-26 19:54:00
2514,PayMaya,402.61,2025-03-27 18:55:00,completed,PM_20250327_572,2025-03-27 18:55:00
2515,COD,371.47,2025-03-28 12:51:00,pending,COD_20250328_901,2025-03-28 12:51:00
2516,Credit Card,281.1,2025-03-28 15:13:00,completed,CC_20250328_843,2025-03-28 15:13:00
2517,PayMaya,247.65,2025-03-28 20:47:00,completed,PM_20250328_835,2025-03-28 20:47:00
2518,GCash,347.91,2025-03-28 08:23:00,completed,GC_20250328_971,2025-03-28 08:23:00
2519,GCash,409.92,2025-03-28 19:26:00,completed,GC_20250328_507,2025-03-28 19:26:00
2520,GCash,377.99,2025-03-30 15:08:00,pending,GC_20250330_726,2025-03-30 15:08:00
2521,COD,294.13,2025-03-31 12:41:00,completed,COD_20250331_984,2025-03-31 12:41:00
2522,COD,295.39,2025-03-31 18:32:00,completed,COD_20250331_882,2025-03-31 18:32:00
2523,PayMaya,305.12,2025-03-31 19:35:00,pending,PM_20250331_374,2025-03-31 19:35:00
2524,GCash,237.07,2025-03-31 16:17:00,pending,GC_20250331_946,2025-03-31 16:17:00
2525,GCash,379.14,2025-04-02 12:20:00,completed,GC_20250402_959,2025-04-02 12:20:00
2526,PayMaya,240.08,2025-04-03 09:52:00,completed,PM_20250403_651,2025-04-03 09:52:00
2527,Credit Card,276.36,2025-04-04 18:52:00,completed,CC_20250404_345,2025-04-04 18:52:00
2528,GCash,264.37,2025-04-05 20:52:00,completed,GC_20250405_232,2025-04-05 20:52:00
2529,GCash,365.45,2025-04-07 12:06:00,completed,GC_20250407_623,2025-04-07 12:06:00
2530,GCash,399.55,2025-04-08 10:36:00,completed,GC_20250408_413,2025-04-08 10:36:00
2531,COD,240.87,2025-04-11 09:07:00,completed,COD_20250411_114,2025-04-11 09:07:00
2532,GCash,329.95,2025-04-11 20:40:00,completed,GC_20250411_775,2025-04-11 20:40:00
2533,GCash,335.15,2025-04-12 11:05:00,completed,GC_20250412_441,2025-04-12 11:05:00
2534,COD,383.73,2025-04-14 20:04:00,completed,COD_20250414_508,2025-04-14 20:04:00
2535,Credit Card,367.93,2025-04-15 14:17:00,completed,CC_20250415_726,2025-04-15 14:17:00
2536,GCash,330.16,2025-04-24 12:47:00,completed,GC_20250424_676,2025-04-24 12:47:00
2537,Credit Card,12151.69,2025-05-21 20:06:00,completed,CC_20250521_765,2025-05-21 20:06:00
2538,Bank Transfer,11738.14,2025-06-02 08:14:00,completed,BT_20250602_233,2025-06-02 08:14:00
2539,Bank Transfer,11105.63,2025-06-21 15:09:00,pending,BT_20250621_171,2025-06-21 15:09:00
2540,Credit Card,1156.77,2025-03-18 11:14:00,completed,CC_20250318_672,2025-03-18 11:14:00
2541,Credit Card,811.0,2025-03-18 20:45:00,completed,CC_20250318_557,2025-03-18 20:45:00
2542,PayMaya,1114.43,2025-03-18 14:22:00,completed,PM_20250318_919,2025-03-18 14:22:00
2543,Credit Card,1177.22,2025-03-18 10:39:00,completed,CC_20250318_626,2025-03-18 10:39:00
2544,Credit Card,956.9,2025-03-19 14:40:00,completed,CC_20250319_933,2025-03-19 14:40:00
2545,Credit Card,824.42,2025-03-19 12:49:00,pending,CC_20250319_958,2025-03-19 12:49:00
2546,Credit Card,770.51,2025-03-19 14:32:00,pending,CC_20250319_325,2025-03-19 14:32:00
2547,Bank Transfer,1080.3,2025-03-20 10:43:00,completed,BT_20250320_681,2025-03-20 10:43:00
2548,Credit Card,898.93,2025-03-20 08:24:00,completed,CC_20250320_205,2025-03-20 08:24:00
2549,Bank Transfer,1067.03,2025-03-20 16:12:00,pending,BT_20250320_395,2025-03-20 16:12:00
2550,Credit Card,1055.0,2025-03-21 15:39:00,completed,CC_20250321_462,2025-03-21 15:39:00
2551,Bank Transfer,958.37,2025-03-21 11:40:00,completed,BT_20250321_692,2025-03-21 11:40:00
2552,Bank Transfer,1124.68,2025-03-21 20:47:00,pending,BT_20250321_673,2025-03-21 20:47:00
2553,PayMaya,1171.85,2025-03-22 11:41:00,completed,PM_20250322_188,2025-03-22 11:41:00
2554,Credit Card,811.13,2025-03-22 18:39:00,completed,CC_20250322_518,2025-03-22 18:39:00
2555,Credit Card,982.36,2025-03-22 13:42:00,completed,CC_20250322_193,2025-03-22 13:42:00
2556,GCash,890.7,2025-03-22 17:06:00,completed,GC_20250322_853,2025-03-22 17:06:00
2557,Credit Card,1417.51,2025-03-23 16:26:00,completed,CC_20250323_728,2025-03-23 16:26:00
2558,GCash,962.56,2025-03-23 15:05:00,completed,GC_20250323_863,2025-03-23 15:05:00
2559,Credit Card,988.14,2025-03-24 10:17:00,completed,CC_20250324_929,2025-03-24 10:17:00
2560,GCash,888.49,2025-03-25 20:35:00,completed,GC_20250325_527,2025-03-25 20:35:00
2561,Bank Transfer,998.72,2025-03-26 18:26:00,pending,BT_20250326_622,2025-03-26 18:26:00
2562,Credit Card,1170.34,2025-03-26 11:57:00,completed,CC_20250326_824,2025-03-26 11:57:00
2563,GCash,894.71,2025-03-27 17:11:00,completed,GC_20250327_487,2025-03-27 17:11:00
2564,Credit Card,1499.39,2025-03-28 20:30:00,completed,CC_20250328_677,2025-03-28 20:30:00
2565,COD,770.06,2025-04-20 16:57:00,completed,COD_20250420_757,2025-04-20 16:57:00
2566,COD,713.23,2025-04-22 10:31:00,completed,COD_20250422_273,2025-04-22 10:31:00
2567,GCash,575.33,2025-04-25 18:06:00,completed,GC_20250425_551,2025-04-25 18:06:00
2568,GCash,791.33,2025-04-25 17:55:00,completed,GC_20250425_207,2025-04-25 17:55:00
2569,GCash,688.19,2025-04-29 08:00:00,completed,GC_20250429_311,2025-04-29 08:00:00
2570,GCash,775.59,2025-04-30 15:14:00,completed,GC_20250430_770,2025-04-30 15:14:00
2571,GCash,599.31,2025-05-03 09:38:00,completed,GC_20250503_195,2025-05-03 09:38:00
2572,GCash,627.68,2025-05-05 14:22:00,pending,GC_20250505_302,2025-05-05 14:22:00
2573,GCash,644.62,2025-05-05 10:49:00,completed,GC_20250505_347,2025-05-05 10:49:00
2574,PayMaya,586.12,2025-05-05 15:13:00,completed,PM_20250505_387,2025-05-05 15:13:00
2575,GCash,809.8,2025-05-07 10:07:00,completed,GC_20250507_563,2025-05-07 10:07:00
2576,GCash,732.35,2025-05-08 15:19:00,pending,GC_20250508_216,2025-05-08 15:19:00
2577,GCash,749.25,2025-05-08 09:12:00,completed,GC_20250508_936,2025-05-08 09:12:00
2578,GCash,567.73,2025-05-09 12:52:00,completed,GC_20250509_876,2025-05-09 12:52:00
2579,GCash,784.89,2025-05-13 18:46:00,completed,GC_20250513_837,2025-05-13 18:46:00
2580,PayMaya,552.61,2025-05-17 18:01:00,pending,PM_20250517_470,2025-05-17 18:01:00
2581,COD,599.04,2025-05-18 19:56:00,pending,COD_20250518_604,2025-05-18 19:56:00
2582,PayMaya,807.73,2025-05-19 18:51:00,completed,PM_20250519_357,2025-05-19 18:51:00
2583,COD,552.4,2025-05-19 20:13:00,completed,COD_20250519_602,2025-05-19 20:13:00
2584,GCash,818.2,2025-05-20 15:31:00,completed,GC_20250520_701,2025-05-20 15:31:00
2585,GCash,669.1,2025-05-21 10:15:00,completed,GC_20250521_482,2025-05-21 10:15:00
2586,GCash,594.4,2025-05-23 12:13:00,pending,GC_20250523_961,2025-05-23 12:13:00
2587,COD,678.8,2025-05-24 20:41:00,pending,COD_20250524_886,2025-05-24 20:41:00
2588,GCash,690.81,2025-05-26 16:46:00,completed,GC_20250526_383,2025-05-26 16:46:00
2589,GCash,779.94,2025-05-27 10:05:00,completed,GC_20250527_648,2025-05-27 10:05:00
2590,GCash,778.22,2025-05-29 19:07:00,completed,GC_20250529_203,2025-05-29 19:07:00
2591,GCash,630.0,2025-05-29 15:29:00,completed,GC_20250529_779,2025-05-29 15:29:00
2592,GCash,457.46,2025-05-29 13:09:00,completed,GC_20250529_910,2025-05-29 13:09:00
2593,GCash,520.43,2025-05-31 09:40:00,completed,GC_20250531_240,2025-05-31 09:40:00
2594,GCash,496.48,2025-06-01 20:55:00,completed,GC_20250601_342,2025-06-01 20:55:00
2595,COD,559.05,2025-06-05 08:36:00,completed,COD_20250605_342,2025-06-05 08:36:00
2596,PayMaya,732.18,2025-06-09 18:27:00,completed,PM_20250609_764,2025-06-09 18:27:00
2597,GCash,814.94,2025-06-15 08:33:00,pending,GC_20250615_103,2025-06-15 08:33:00
2598,GCash,753.31,2025-06-17 10:32:00,completed,GC_20250617_182,2025-06-17 10:32:00
2599,GCash,1338.32,2025-03-18 09:40:00,completed,GC_20250318_443,2025-03-18 09:40:00
2600,GCash,1379.78,2025-03-19 09:33:00,pending,GC_20250319_624,2025-03-19 09:33:00
2601,GCash,1697.03,2025-03-19 20:30:00,completed,GC_20250319_806,2025-03-19 20:30:00
2602,GCash,1696.8,2025-03-21 20:24:00,completed,GC_20250321_759,2025-03-21 20:24:00
2603,GCash,1049.86,2025-03-26 11:18:00,completed,GC_20250326_104,2025-03-26 11:18:00
2604,COD,1278.17,2025-03-28 13:25:00,completed,COD_20250328_120,2025-03-28 13:25:00
2605,GCash,1710.27,2025-04-01 11:17:00,completed,GC_20250401_362,2025-04-01 11:17:00
2606,PayMaya,1757.1,2025-04-01 15:12:00,pending,PM_20250401_471,2025-04-01 15:12:00
2607,GCash,1369.61,2025-04-02 13:12:00,completed,GC_20250402_614,2025-04-02 13:12:00
2608,PayMaya,1385.42,2025-04-05 12:27:00,completed,PM_20250405_901,2025-04-05 12:27:00
2609,Credit Card,1211.59,2025-04-07 13:57:00,completed,CC_20250407_914,2025-04-07 13:57:00
2610,GCash,1505.54,2025-04-08 10:12:00,pending,GC_20250408_501,2025-04-08 10:12:00
2611,PayMaya,1305.81,2025-04-09 08:55:00,completed,PM_20250409_547,2025-04-09 08:55:00
2612,COD,1517.29,2025-04-10 11:37:00,completed,COD_20250410_467,2025-04-10 11:37:00
2613,PayMaya,1356.12,2025-04-12 12:37:00,completed,PM_20250412_278,2025-04-12 12:37:00
2614,GCash,1127.4,2025-04-14 08:08:00,completed,GC_20250414_357,2025-04-14 08:08:00
2615,GCash,1179.76,2025-04-16 16:04:00,completed,GC_20250416_251,2025-04-16 16:04:00
2616,PayMaya,1756.59,2025-04-17 20:33:00,completed,PM_20250417_568,2025-04-17 20:33:00
2617,PayMaya,952.37,2025-04-19 20:06:00,completed,PM_20250419_278,2025-04-19 20:06:00
2618,GCash,1083.4,2025-04-20 16:02:00,completed,GC_20250420_320,2025-04-20 16:02:00
2619,GCash,1296.22,2025-04-21 18:09:00,completed,GC_20250421_780,2025-04-21 18:09:00
2620,COD,1289.29,2025-04-22 16:04:00,pending,COD_20250422_934,2025-04-22 16:04:00
2621,GCash,1600.96,2025-04-22 10:21:00,pending,GC_20250422_988,2025-04-22 10:21:00
2622,GCash,1216.55,2025-04-23 19:08:00,completed,GC_20250423_426,2025-04-23 19:08:00
2623,GCash,1059.24,2025-04-30 12:58:00,completed,GC_20250430_732,2025-04-30 12:58:00
2624,COD,1377.43,2025-05-01 19:36:00,completed,COD_20250501_696,2025-05-01 19:36:00
2625,COD,1312.32,2025-05-04 18:40:00,completed,COD_20250504_850,2025-05-04 18:40:00
2626,COD,1789.46,2025-05-06 12:50:00,completed,COD_20250506_908,2025-05-06 12:50:00
2627,COD,1620.95,2025-05-08 10:38:00,completed,COD_20250508_287,2025-05-08 10:38:00
2628,PayMaya,1160.59,2025-05-17 20:57:00,completed,PM_20250517_944,2025-05-17 20:57:00
2629,Credit Card,1181.48,2025-05-19 08:06:00,completed,CC_20250519_241,2025-05-19 08:06:00
2630,COD,1769.56,2025-05-27 19:50:00,completed,COD_20250527_532,2025-05-27 19:50:00
2631,PayMaya,936.92,2025-06-11 16:09:00,completed,PM_20250611_888,2025-06-11 16:09:00
2632,PayMaya,1609.56,2025-06-15 18:11:00,completed,PM_20250615_536,2025-06-15 18:11:00
2633,GCash,4970.3,2025-06-19 20:32:00,completed,GC_20250619_514,2025-06-19 20:32:00
2634,GCash,3214.09,2025-06-20 19:11:00,completed,GC_20250620_610,2025-06-20 19:11:00
2635,GCash,4873.06,2025-06-20 14:12:00,completed,GC_20250620_174,2025-06-20 14:12:00
2636,Credit Card,3500.87,2025-06-20 09:23:00,completed,CC_20250620_439,2025-06-20 09:23:00
2637,GCash,4023.21,2025-06-22 17:41:00,completed,GC_20250622_597,2025-06-22 17:41:00
2638,Credit Card,4514.86,2025-06-22 14:31:00,completed,CC_20250622_393,2025-06-22 14:31:00
2639,Credit Card,3461.05,2025-06-24 20:27:00,completed,CC_20250624_689,2025-06-24 20:27:00
2640,Credit Card,3186.9,2025-06-25 18:59:00,completed,CC_20250625_324,2025-06-25 18:59:00
2641,Credit Card,3209.82,2025-06-25 15:59:00,completed,CC_20250625_306,2025-06-25 15:59:00
2642,Credit Card,3775.47,2025-06-29 20:47:00,completed,CC_20250629_155,2025-06-29 20:47:00
2643,GCash,1136.99,2025-06-28 15:44:00,completed,GC_20250628_880,2025-06-28 15:44:00
2644,GCash,1109.84,2025-06-28 12:25:00,completed,GC_20250628_304,2025-06-28 12:25:00
2645,COD,1033.44,2025-06-28 19:32:00,completed,COD_20250628_581,2025-06-28 19:32:00
2646,GCash,878.56,2025-06-28 17:21:00,completed,GC_20250628_347,2025-06-28 17:21:00
2647,PayMaya,785.99,2025-06-28 12:38:00,completed,PM_20250628_778,2025-06-28 12:38:00
2648,GCash,1195.91,2025-06-28 16:32:00,completed,GC_20250628_869,2025-06-28 16:32:00
2649,PayMaya,917.71,2025-06-28 19:14:00,completed,PM_20250628_698,2025-06-28 19:14:00
2650,GCash,1073.44,2025-06-28 12:13:00,completed,GC_20250628_181,2025-06-28 12:13:00
2651,PayMaya,1277.51,2025-06-28 17:38:00,completed,PM_20250628_589,2025-06-28 17:38:00
2652,COD,958.07,2025-06-29 08:30:00,completed,COD_20250629_209,2025-06-29 08:30:00
2653,COD,783.64,2025-06-29 17:04:00,completed,COD_20250629_697,2025-06-29 17:04:00
2654,GCash,938.67,2025-06-29 17:18:00,completed,GC_20250629_628,2025-06-29 17:18:00
2655,GCash,1134.12,2025-06-29 10:33:00,pending,GC_20250629_622,2025-06-29 10:33:00
2656,COD,797.52,2025-06-29 20:01:00,completed,COD_20250629_727,2025-06-29 20:01:00
2657,Credit Card,884.19,2025-06-29 19:14:00,completed,CC_20250629_462,2025-06-29 19:14:00
2658,Credit Card,716.88,2025-06-29 12:07:00,completed,CC_20250629_222,2025-06-29 12:07:00
2659,PayMaya,878.69,2025-06-29 10:23:00,completed,PM_20250629_438,2025-06-29 10:23:00
2660,GCash,1260.74,2025-06-30 09:00:00,completed,GC_20250630_833,2025-06-30 09:00:00
2661,GCash,890.54,2025-06-30 18:12:00,pending,GC_20250630_811,2025-06-30 18:12:00
2662,PayMaya,1355.23,2025-06-30 16:15:00,completed,PM_20250630_717,2025-06-30 16:15:00
2663,COD,1129.17,2025-06-30 18:28:00,pending,COD_20250630_914,2025-06-30 18:28:00
2664,GCash,774.63,2025-06-30 16:22:00,completed,GC_20250630_621,2025-06-30 16:22:00
2665,COD,896.53,2025-06-30 17:22:00,completed,COD_20250630_842,2025-06-30 17:22:00
2666,GCash,973.21,2025-06-30 18:03:00,completed,GC_20250630_732,2025-06-30 18:03:00
2667,COD,1186.77,2025-06-30 16:21:00,completed,COD_20250630_434,2025-06-30 16:21:00
2668,GCash,1008.68,2025-06-30 14:16:00,completed,GC_20250630_248,2025-06-30 14:16:00
2669,COD,1038.2,2025-06-30 13:51:00,completed,COD_20250630_948,2025-06-30 13:51:00
2670,GCash,1032.05,2025-06-30 16:42:00,completed,GC_20250630_900,2025-06-30 16:42:00
2671,Credit Card,5384.34,2025-02-17 18:05:00,completed,CC_20250217_236,2025-02-17 18:05:00
2672,Bank Transfer,3192.09,2025-02-18 16:33:00,completed,BT_20250218_864,2025-02-18 16:33:00
2673,GCash,3828.28,2025-02-19 11:56:00,completed,GC_20250219_745,2025-02-19 11:56:00
2674,Bank Transfer,5245.34,2025-02-20 11:25:00,completed,BT_20250220_318,2025-02-20 11:25:00
2675,PayMaya,456.62,2025-03-13 17:34:00,completed,PM_20250313_412,2025-03-13 17:34:00
2676,Bank Transfer,591.73,2025-04-20 09:41:00,pending,BT_20250420_816,2025-04-20 09:41:00
2677,Credit Card,408.45,2025-05-04 19:43:00,completed,CC_20250504_463,2025-05-04 19:43:00
2678,Credit Card,1542.92,2025-04-07 14:26:00,completed,CC_20250407_523,2025-04-07 14:26:00
2679,Credit Card,1304.31,2025-04-09 20:54:00,completed,CC_20250409_131,2025-04-09 20:54:00
2680,Credit Card,1593.78,2025-04-10 19:39:00,completed,CC_20250410_516,2025-04-10 19:39:00
2681,GCash,1310.34,2025-04-11 17:07:00,completed,GC_20250411_673,2025-04-11 17:07:00
2682,PayMaya,1176.47,2025-04-13 12:24:00,completed,PM_20250413_798,2025-04-13 12:24:00
2683,Bank Transfer,905.39,2025-04-13 13:03:00,completed,BT_20250413_679,2025-04-13 13:03:00
2684,Credit Card,1009.84,2025-04-13 13:56:00,completed,CC_20250413_972,2025-04-13 13:56:00
2685,Credit Card,1300.11,2025-04-14 08:01:00,completed,CC_20250414_199,2025-04-14 08:01:00
2686,Credit Card,1240.82,2025-04-15 13:32:00,completed,CC_20250415_355,2025-04-15 13:32:00
2687,Credit Card,1314.9,2025-04-15 14:31:00,completed,CC_20250415_628,2025-04-15 14:31:00
2688,PayMaya,1011.23,2025-04-15 20:29:00,pending,PM_20250415_191,2025-04-15 20:29:00
2689,GCash,1568.9,2025-04-19 08:44:00,completed,GC_20250419_584,2025-04-19 08:44:00
2690,Bank Transfer,1104.87,2025-04-20 14:11:00,completed,BT_20250420_867,2025-04-20 14:11:00
2691,Credit Card,1509.43,2025-04-20 09:56:00,pending,CC_20250420_973,2025-04-20 09:56:00
2692,Bank Transfer,1240.66,2025-04-20 12:35:00,completed,BT_20250420_388,2025-04-20 12:35:00
2693,PayMaya,1005.61,2025-04-21 13:27:00,completed,PM_20250421_801,2025-04-21 13:27:00
2694,PayMaya,1148.37,2025-04-21 18:34:00,pending,PM_20250421_524,2025-04-21 18:34:00
2695,GCash,1408.8,2025-04-22 12:34:00,completed,GC_20250422_976,2025-04-22 12:34:00
2696,Credit Card,1408.54,2025-04-23 11:10:00,completed,CC_20250423_774,2025-04-23 11:10:00
2697,Bank Transfer,1474.7,2025-04-23 09:02:00,completed,BT_20250423_287,2025-04-23 09:02:00
2698,Credit Card,1396.25,2025-04-24 19:35:00,completed,CC_20250424_695,2025-04-24 19:35:00
2699,Credit Card,1136.55,2025-04-25 10:33:00,completed,CC_20250425_250,2025-04-25 10:33:00
2700,Credit Card,1056.8,2025-04-27 11:26:00,completed,CC_20250427_995,2025-04-27 11:26:00
2701,Credit Card,1405.4,2025-04-28 17:54:00,completed,CC_20250428_495,2025-04-28 17:54:00
2702,Bank Transfer,1439.16,2025-04-29 09:06:00,completed,BT_20250429_180,2025-04-29 09:06:00
2703,Credit Card,1148.75,2025-04-29 08:05:00,completed,CC_20250429_996,2025-04-29 08:05:00
