customer_id,order_date,total_amount,status,payment_method,campaign_id,created_at
161,2025-05-08,1437.25,completed,Credit Card,14,2025-05-08 17:22:00
161,2025-05-08,1226.9,completed,Credit Card,4,2025-05-08 19:14:00
161,2025-05-11,1175.75,completed,Bank Transfer,4,2025-05-11 10:57:00
161,2025-05-11,1300.99,completed,Credit Card,18,2025-05-11 17:16:00
161,2025-05-12,1210.21,completed,Credit Card,14,2025-05-12 19:00:00
161,2025-05-12,818.85,completed,Bank Transfer,18,2025-05-12 10:01:00
161,2025-05-13,806.08,completed,Bank Transfer,18,2025-05-13 14:22:00
161,2025-05-15,994.05,shipped,Credit Card,11,2025-05-15 13:31:00
161,2025-05-15,871.04,completed,GCash,18,2025-05-15 08:39:00
161,2025-05-15,1489.89,completed,GCash,,2025-05-15 11:30:00
161,2025-06-06,1312.14,shipped,Credit Card,11,2025-06-06 11:54:00
162,2025-03-06,2655.51,shipped,Credit Card,3,2025-03-06 17:53:00
162,2025-03-19,4010.48,cancelled,GCash,,2025-03-19 19:30:00
162,2025-03-21,3527.34,shipped,GCash,,2025-03-21 18:35:00
162,2025-03-23,2915.01,completed,Credit Card,,2025-03-23 19:41:00
162,2025-03-24,3435.37,completed,Credit Card,3,2025-03-24 15:39:00
162,2025-03-27,2491.7,completed,Credit Card,,2025-03-27 16:59:00
162,2025-04-07,2837.26,completed,PayMaya,9,2025-04-07 12:52:00
162,2025-04-08,3228.27,completed,Credit Card,,2025-04-08 11:52:00
162,2025-04-09,2501.71,cancelled,GCash,,2025-04-09 10:52:00
162,2025-04-13,3587.12,completed,Bank Transfer,10,2025-04-13 10:04:00
162,2025-05-12,3575.94,completed,GCash,,2025-05-12 10:25:00
162,2025-05-12,2114.16,completed,Bank Transfer,4,2025-05-12 13:29:00
162,2025-05-24,3959.19,shipped,Credit Card,4,2025-05-24 18:09:00
162,2025-05-31,2228.96,completed,PayMaya,11,2025-05-31 20:36:00
163,2025-07-16,1822.87,completed,GCash,6,2025-07-16 11:42:00
163,2025-07-17,3087.94,completed,GCash,,2025-07-17 12:37:00
163,2025-07-17,2016.97,completed,Credit Card,,2025-07-17 11:23:00
163,2025-07-17,1797.75,completed,PayMaya,,2025-07-17 13:45:00
163,2025-07-17,2204.89,completed,COD,6,2025-07-17 16:39:00
163,2025-07-18,1852.9,completed,PayMaya,,2025-07-18 18:13:00
163,2025-07-18,1905.13,completed,GCash,6,2025-07-18 13:46:00
163,2025-07-19,3293.27,completed,PayMaya,,2025-07-19 20:23:00
163,2025-07-19,3068.73,completed,GCash,,2025-07-19 14:57:00
163,2025-07-19,3192.02,completed,GCash,6,2025-07-19 11:14:00
163,2025-07-19,2943.69,completed,PayMaya,6,2025-07-19 16:54:00
163,2025-07-20,1737.85,completed,COD,6,2025-07-20 20:45:00
163,2025-07-21,2898.88,completed,GCash,6,2025-07-21 19:11:00
163,2025-07-21,2300.37,shipped,Credit Card,6,2025-07-21 13:42:00
163,2025-07-22,1842.08,completed,GCash,6,2025-07-22 08:57:00
163,2025-07-23,2283.56,completed,PayMaya,,2025-07-23 11:08:00
163,2025-07-25,2465.46,cancelled,PayMaya,,2025-07-25 10:17:00
164,2025-07-29,219.17,completed,Credit Card,6,2025-07-29 16:17:00
164,2025-07-29,193.37,processing,Bank Transfer,6,2025-07-29 12:34:00
164,2025-07-29,245.26,cancelled,GCash,6,2025-07-29 10:26:00
164,2025-07-29,240.08,cancelled,Credit Card,6,2025-07-29 10:06:00
164,2025-07-29,314.54,completed,Bank Transfer,6,2025-07-29 12:26:00
164,2025-07-29,296.64,completed,Bank Transfer,6,2025-07-29 08:25:00
164,2025-07-29,276.01,completed,Bank Transfer,6,2025-07-29 08:04:00
164,2025-07-29,214.03,cancelled,Credit Card,,2025-07-29 09:46:00
164,2025-07-29,269.1,shipped,Bank Transfer,6,2025-07-29 10:49:00
164,2025-07-29,348.43,completed,Bank Transfer,6,2025-07-29 12:55:00
164,2025-07-30,291.89,completed,Credit Card,6,2025-07-30 14:19:00
165,2025-02-03,297.96,completed,GCash,8,2025-02-03 08:07:00
165,2025-02-19,361.38,completed,GCash,,2025-02-19 15:38:00
165,2025-02-20,309.48,completed,Credit Card,16,2025-02-20 18:14:00
165,2025-03-28,467.27,completed,Credit Card,17,2025-03-28 20:31:00
166,2025-05-19,1705.59,shipped,Bank Transfer,18,2025-05-19 19:34:00
166,2025-05-19,1083.86,completed,GCash,4,2025-05-19 11:35:00
166,2025-05-19,1800.56,shipped,Credit Card,18,2025-05-19 10:39:00
166,2025-05-19,1709.4,completed,Credit Card,18,2025-05-19 12:31:00
166,2025-05-19,1093.64,completed,Credit Card,18,2025-05-19 18:57:00
166,2025-05-19,1587.05,completed,PayMaya,,2025-05-19 09:33:00
166,2025-05-19,1629.46,completed,PayMaya,,2025-05-19 10:40:00
166,2025-05-19,1413.54,completed,Credit Card,4,2025-05-19 20:55:00
166,2025-05-19,994.34,completed,GCash,18,2025-05-19 14:50:00
166,2025-05-19,1631.78,shipped,Bank Transfer,4,2025-05-19 11:43:00
166,2025-05-19,1141.09,completed,Credit Card,18,2025-05-19 14:14:00
166,2025-05-19,1367.56,completed,GCash,4,2025-05-19 18:16:00
166,2025-05-20,1580.05,completed,Bank Transfer,4,2025-05-20 18:39:00
166,2025-05-20,1193.92,completed,GCash,18,2025-05-20 18:12:00
166,2025-05-20,1404.48,completed,Credit Card,18,2025-05-20 09:17:00
166,2025-05-20,1591.43,completed,GCash,,2025-05-20 08:59:00
166,2025-05-20,1371.35,completed,PayMaya,4,2025-05-20 15:45:00
166,2025-05-20,1184.14,cancelled,Bank Transfer,18,2025-05-20 12:37:00
166,2025-05-20,1153.17,shipped,Bank Transfer,11,2025-05-20 19:06:00
166,2025-05-20,1157.98,completed,GCash,11,2025-05-20 11:26:00
166,2025-05-20,1297.54,completed,Credit Card,,2025-05-20 15:23:00
166,2025-05-20,1180.95,completed,GCash,11,2025-05-20 17:17:00
166,2025-05-20,1416.24,completed,GCash,18,2025-05-20 09:11:00
166,2025-05-20,1384.74,completed,Bank Transfer,4,2025-05-20 08:23:00
166,2025-05-20,1439.9,completed,Credit Card,,2025-05-20 14:02:00
166,2025-05-20,1539.77,cancelled,PayMaya,4,2025-05-20 13:42:00
166,2025-05-20,1097.8,completed,Credit Card,11,2025-05-20 19:47:00
166,2025-05-20,1069.78,completed,Credit Card,11,2025-05-20 15:20:00
166,2025-05-20,1765.9,completed,Credit Card,,2025-05-20 12:12:00
166,2025-05-20,1263.07,completed,GCash,4,2025-05-20 20:18:00
166,2025-05-20,1173.15,completed,Credit Card,,2025-05-20 17:36:00
166,2025-05-20,1260.99,completed,GCash,4,2025-05-20 09:01:00
166,2025-05-20,1161.06,completed,Credit Card,4,2025-05-20 13:36:00
166,2025-05-20,1070.14,completed,PayMaya,4,2025-05-20 12:57:00
166,2025-05-20,1509.89,completed,GCash,4,2025-05-20 18:24:00
166,2025-05-21,1291.17,completed,PayMaya,,2025-05-21 12:29:00
166,2025-05-21,1443.1,completed,Bank Transfer,18,2025-05-21 17:40:00
166,2025-05-21,1647.06,completed,Credit Card,,2025-05-21 13:40:00
166,2025-05-21,1743.57,completed,Credit Card,11,2025-05-21 14:28:00
166,2025-05-21,1908.01,processing,Credit Card,4,2025-05-21 14:00:00
166,2025-05-21,1076.97,completed,Credit Card,,2025-05-21 14:43:00
166,2025-05-21,1051.5,completed,PayMaya,11,2025-05-21 15:39:00
166,2025-05-21,1775.59,completed,GCash,18,2025-05-21 17:36:00
166,2025-05-21,1743.99,completed,Credit Card,,2025-05-21 10:07:00
166,2025-05-21,1190.59,shipped,PayMaya,,2025-05-21 19:56:00
166,2025-05-21,1613.37,completed,GCash,4,2025-05-21 11:24:00
166,2025-05-21,1598.9,completed,Bank Transfer,11,2025-05-21 10:13:00
166,2025-05-21,1327.5,shipped,PayMaya,18,2025-05-21 18:20:00
166,2025-05-21,1850.87,completed,PayMaya,11,2025-05-21 18:32:00
166,2025-05-21,1571.41,completed,Credit Card,11,2025-05-21 12:37:00
166,2025-05-21,1455.7,cancelled,Bank Transfer,,2025-05-21 11:07:00
166,2025-05-22,1543.45,completed,PayMaya,,2025-05-22 17:56:00
166,2025-05-22,1728.73,completed,GCash,,2025-05-22 13:04:00
166,2025-05-22,1098.87,completed,GCash,4,2025-05-22 12:48:00
166,2025-05-22,1265.78,completed,Bank Transfer,4,2025-05-22 18:16:00
166,2025-05-22,1585.42,completed,Credit Card,18,2025-05-22 15:15:00
166,2025-05-22,1331.76,completed,PayMaya,18,2025-05-22 08:17:00
166,2025-05-22,1328.49,completed,PayMaya,18,2025-05-22 16:49:00
166,2025-05-22,1667.67,completed,Credit Card,11,2025-05-22 15:16:00
166,2025-05-23,1395.4,completed,Bank Transfer,11,2025-05-23 19:10:00
167,2025-02-19,985.5,completed,GCash,,2025-02-19 20:09:00
167,2025-02-19,896.17,completed,Bank Transfer,,2025-02-19 12:28:00
167,2025-02-19,1184.9,completed,GCash,,2025-02-19 11:31:00
167,2025-02-19,853.39,completed,Credit Card,8,2025-02-19 10:34:00
167,2025-02-19,829.77,completed,Credit Card,,2025-02-19 09:10:00
167,2025-02-19,1189.11,cancelled,GCash,,2025-02-19 08:56:00
167,2025-02-19,988.41,completed,GCash,16,2025-02-19 09:44:00
167,2025-02-20,840.96,completed,PayMaya,2,2025-02-20 20:22:00
167,2025-02-20,1487.22,completed,Credit Card,,2025-02-20 19:36:00
167,2025-02-20,1092.41,completed,PayMaya,,2025-02-20 12:48:00
167,2025-02-20,920.78,completed,Credit Card,2,2025-02-20 13:18:00
167,2025-02-20,1169.79,completed,Bank Transfer,,2025-02-20 13:03:00
167,2025-02-20,1421.85,shipped,Bank Transfer,,2025-02-20 16:04:00
167,2025-02-20,1347.68,cancelled,Bank Transfer,8,2025-02-20 10:32:00
167,2025-02-21,874.86,completed,Bank Transfer,2,2025-02-21 13:48:00
167,2025-02-21,1200.21,completed,Credit Card,,2025-02-21 20:17:00
167,2025-02-22,1412.07,completed,Bank Transfer,,2025-02-22 18:32:00
167,2025-02-22,972.45,completed,GCash,16,2025-02-22 09:29:00
167,2025-02-22,1062.0,completed,GCash,2,2025-02-22 09:54:00
167,2025-02-22,957.3,completed,Credit Card,8,2025-02-22 18:43:00
168,2025-06-26,1510.47,completed,PayMaya,19,2025-06-26 19:11:00
168,2025-06-28,2325.63,completed,Credit Card,,2025-06-28 13:43:00
168,2025-06-28,2174.66,completed,Credit Card,19,2025-06-28 08:34:00
168,2025-06-28,2314.07,completed,Bank Transfer,19,2025-06-28 10:00:00
168,2025-06-29,1949.63,completed,Credit Card,,2025-06-29 17:35:00
168,2025-06-29,2288.13,shipped,Bank Transfer,19,2025-06-29 15:15:00
168,2025-06-29,2790.99,completed,PayMaya,,2025-06-29 13:52:00
168,2025-06-29,2618.28,completed,Credit Card,19,2025-06-29 09:42:00
168,2025-06-30,2427.78,completed,Credit Card,,2025-06-30 16:52:00
168,2025-07-03,2646.87,completed,Bank Transfer,,2025-07-03 10:47:00
168,2025-07-04,1762.05,completed,GCash,5,2025-07-04 20:20:00
168,2025-07-04,1479.91,completed,Credit Card,19,2025-07-04 15:13:00
168,2025-07-04,1620.32,completed,Credit Card,,2025-07-04 17:37:00
168,2025-07-05,2306.2,completed,Credit Card,5,2025-07-05 13:03:00
168,2025-07-06,1560.63,completed,Bank Transfer,,2025-07-06 11:12:00
168,2025-07-08,2368.2,completed,Credit Card,,2025-07-08 12:14:00
168,2025-07-08,2647.55,completed,Bank Transfer,19,2025-07-08 18:16:00
168,2025-07-09,2217.69,completed,GCash,5,2025-07-09 12:29:00
168,2025-07-09,1518.45,completed,Bank Transfer,,2025-07-09 10:14:00
168,2025-07-09,1908.64,completed,Credit Card,19,2025-07-09 15:46:00
168,2025-07-09,2118.13,completed,Credit Card,19,2025-07-09 20:14:00
168,2025-07-10,1823.07,completed,Credit Card,,2025-07-10 14:53:00
168,2025-07-10,1998.91,completed,Bank Transfer,,2025-07-10 14:47:00
168,2025-07-11,2098.79,completed,Bank Transfer,19,2025-07-11 17:01:00
168,2025-07-12,2032.33,completed,Bank Transfer,,2025-07-12 19:58:00
168,2025-07-12,3106.82,completed,Bank Transfer,,2025-07-12 09:32:00
168,2025-07-14,1684.2,completed,Credit Card,19,2025-07-14 18:03:00
168,2025-07-16,2906.02,completed,Credit Card,5,2025-07-16 09:59:00
169,2025-07-05,2436.91,completed,PayMaya,5,2025-07-05 09:13:00
169,2025-07-09,1961.29,cancelled,GCash,19,2025-07-09 14:24:00
169,2025-07-11,1790.25,completed,Credit Card,20,2025-07-11 19:49:00
169,2025-07-11,1431.62,completed,Bank Transfer,20,2025-07-11 10:18:00
169,2025-07-14,2021.39,completed,GCash,5,2025-07-14 09:24:00
170,2025-07-28,315.57,completed,Bank Transfer,6,2025-07-28 20:01:00
170,2025-07-29,465.34,shipped,GCash,,2025-07-29 20:37:00
170,2025-07-29,357.67,processing,Credit Card,6,2025-07-29 11:10:00
170,2025-07-30,290.67,completed,Bank Transfer,,2025-07-30 20:05:00
170,2025-07-31,390.18,completed,GCash,,2025-07-31 16:28:00
170,2025-07-31,378.85,completed,Bank Transfer,,2025-07-31 19:22:00
171,2025-02-12,647.81,completed,PayMaya,,2025-02-12 15:31:00
171,2025-02-26,648.61,completed,Bank Transfer,2,2025-02-26 17:34:00
171,2025-03-01,441.15,completed,Bank Transfer,,2025-03-01 10:00:00
171,2025-03-03,501.21,completed,Bank Transfer,3,2025-03-03 19:47:00
171,2025-03-10,510.74,completed,Credit Card,,2025-03-10 18:57:00
171,2025-03-11,597.52,cancelled,Credit Card,3,2025-03-11 16:45:00
171,2025-03-15,437.74,shipped,Credit Card,13,2025-03-15 15:23:00
172,2025-07-11,2710.29,completed,Credit Card,,2025-07-11 13:27:00
172,2025-07-12,1732.34,completed,Credit Card,20,2025-07-12 10:29:00
172,2025-07-13,2205.36,completed,GCash,,2025-07-13 17:51:00
172,2025-07-14,1534.77,completed,Bank Transfer,5,2025-07-14 18:11:00
172,2025-07-16,2299.95,completed,Credit Card,,2025-07-16 09:42:00
172,2025-07-18,2275.04,completed,Credit Card,6,2025-07-18 15:02:00
172,2025-07-19,1683.12,processing,GCash,6,2025-07-19 15:38:00
172,2025-07-21,1527.78,completed,Credit Card,,2025-07-21 10:32:00
172,2025-07-27,2796.55,shipped,PayMaya,,2025-07-27 18:05:00
173,2025-07-12,837.78,completed,GCash,,2025-07-12 19:15:00
173,2025-07-12,1001.85,completed,Credit Card,,2025-07-12 13:10:00
173,2025-07-13,554.93,completed,Bank Transfer,5,2025-07-13 19:01:00
173,2025-07-15,763.02,completed,Credit Card,5,2025-07-15 13:43:00
173,2025-07-16,952.42,completed,GCash,,2025-07-16 11:54:00
174,2025-05-05,771.67,cancelled,Credit Card,,2025-05-05 15:44:00
174,2025-05-08,788.35,completed,Credit Card,,2025-05-08 08:55:00
174,2025-05-08,476.87,completed,Credit Card,14,2025-05-08 09:52:00
174,2025-05-09,769.52,completed,Bank Transfer,,2025-05-09 11:46:00
175,2025-04-09,933.71,completed,Bank Transfer,,2025-04-09 20:38:00
176,2025-03-12,497.22,completed,GCash,,2025-03-12 18:06:00
176,2025-03-12,501.89,completed,PayMaya,3,2025-03-12 20:05:00
176,2025-03-16,309.75,completed,COD,,2025-03-16 14:29:00
176,2025-03-16,322.58,completed,GCash,3,2025-03-16 09:32:00
176,2025-03-16,438.82,completed,PayMaya,9,2025-03-16 15:43:00
176,2025-03-16,325.19,completed,PayMaya,13,2025-03-16 12:01:00
176,2025-03-17,337.38,completed,COD,2,2025-03-17 15:44:00
176,2025-03-20,449.56,completed,GCash,13,2025-03-20 10:52:00
176,2025-03-22,470.05,completed,GCash,17,2025-03-22 14:32:00
176,2025-03-23,285.45,completed,GCash,17,2025-03-23 16:12:00
176,2025-03-23,373.33,completed,PayMaya,3,2025-03-23 17:32:00
176,2025-03-24,508.59,completed,GCash,9,2025-03-24 14:07:00
176,2025-03-24,363.87,completed,Credit Card,,2025-03-24 14:11:00
176,2025-03-24,401.7,completed,GCash,9,2025-03-24 11:39:00
176,2025-03-24,354.54,cancelled,GCash,,2025-03-24 13:05:00
176,2025-03-25,445.46,completed,Credit Card,3,2025-03-25 13:25:00
176,2025-03-27,465.16,completed,COD,,2025-03-27 08:54:00
176,2025-03-27,367.31,completed,Credit Card,,2025-03-27 19:42:00
176,2025-03-28,413.08,completed,GCash,13,2025-03-28 09:47:00
176,2025-03-28,326.57,completed,COD,,2025-03-28 13:02:00
176,2025-03-30,282.71,processing,GCash,17,2025-03-30 16:16:00
176,2025-03-31,490.99,completed,GCash,3,2025-03-31 19:14:00
176,2025-04-02,288.66,completed,PayMaya,,2025-04-02 19:58:00
176,2025-04-03,507.91,completed,PayMaya,17,2025-04-03 08:23:00
176,2025-04-07,443.99,completed,GCash,,2025-04-07 10:22:00
176,2025-04-10,257.4,completed,PayMaya,,2025-04-10 11:17:00
176,2025-04-15,369.88,completed,GCash,10,2025-04-15 12:29:00
177,2025-04-15,211.57,completed,Credit Card,,2025-04-15 10:25:00
177,2025-04-15,257.54,completed,Credit Card,4,2025-04-15 18:23:00
177,2025-04-19,329.48,completed,Credit Card,,2025-04-19 19:04:00
177,2025-04-20,362.15,completed,Credit Card,4,2025-04-20 19:12:00
178,2025-03-31,622.33,completed,GCash,9,2025-03-31 12:16:00
178,2025-04-16,707.53,completed,Bank Transfer,4,2025-04-16 15:02:00
178,2025-04-17,567.55,shipped,PayMaya,10,2025-04-17 11:46:00
179,2025-06-07,1137.26,processing,PayMaya,5,2025-06-07 19:23:00
179,2025-06-10,1390.19,completed,Credit Card,11,2025-06-10 13:01:00
179,2025-06-11,1969.19,completed,COD,11,2025-06-11 20:14:00
179,2025-06-14,1616.18,completed,COD,11,2025-06-14 18:11:00
179,2025-06-15,1940.51,completed,COD,19,2025-06-15 17:04:00
179,2025-06-16,1646.23,cancelled,Credit Card,,2025-06-16 13:04:00
179,2025-06-16,1677.55,completed,PayMaya,,2025-06-16 16:32:00
179,2025-06-16,1727.1,cancelled,GCash,19,2025-06-16 08:13:00
179,2025-06-17,1793.28,completed,GCash,,2025-06-17 15:02:00
179,2025-06-18,1481.88,completed,PayMaya,19,2025-06-18 16:05:00
179,2025-06-20,1717.52,completed,Credit Card,19,2025-06-20 20:40:00
179,2025-06-22,979.24,completed,PayMaya,19,2025-06-22 14:15:00
179,2025-06-22,1660.74,completed,PayMaya,5,2025-06-22 11:46:00
179,2025-06-22,1520.32,completed,GCash,5,2025-06-22 18:14:00
179,2025-06-24,1465.41,completed,PayMaya,5,2025-06-24 18:52:00
179,2025-06-25,1101.36,completed,GCash,5,2025-06-25 11:54:00
179,2025-06-27,1411.61,completed,COD,,2025-06-27 13:08:00
179,2025-06-27,1352.52,completed,COD,5,2025-06-27 17:10:00
179,2025-06-27,1755.52,completed,Credit Card,19,2025-06-27 10:12:00
179,2025-07-01,974.13,cancelled,GCash,,2025-07-01 19:34:00
179,2025-07-04,1140.95,completed,GCash,19,2025-07-04 15:19:00
179,2025-07-05,1791.5,completed,PayMaya,,2025-07-05 11:20:00
179,2025-07-07,1331.71,completed,Credit Card,,2025-07-07 14:40:00
180,2025-05-19,4737.55,completed,Credit Card,4,2025-05-19 14:03:00
180,2025-05-19,6254.39,completed,GCash,4,2025-05-19 17:15:00
180,2025-05-24,7664.98,completed,GCash,4,2025-05-24 14:52:00
180,2025-05-26,4367.8,completed,Bank Transfer,11,2025-05-26 20:46:00
180,2025-05-28,6779.04,completed,Credit Card,11,2025-05-28 16:08:00
181,2025-03-03,1332.99,completed,Bank Transfer,,2025-03-03 16:36:00
181,2025-03-05,844.72,completed,PayMaya,,2025-03-05 10:19:00
181,2025-03-05,950.05,completed,GCash,2,2025-03-05 16:40:00
181,2025-03-06,1207.51,cancelled,PayMaya,13,2025-03-06 12:12:00
181,2025-03-06,1112.07,completed,Credit Card,,2025-03-06 08:42:00
181,2025-03-06,1278.1,completed,Bank Transfer,3,2025-03-06 16:16:00
181,2025-03-09,1183.58,completed,Credit Card,13,2025-03-09 19:22:00
181,2025-03-11,1175.39,completed,GCash,2,2025-03-11 14:42:00
181,2025-03-11,1348.23,shipped,Bank Transfer,3,2025-03-11 16:13:00
181,2025-03-14,878.57,completed,PayMaya,,2025-03-14 11:32:00
181,2025-03-17,746.88,completed,Bank Transfer,,2025-03-17 11:15:00
181,2025-03-21,1169.22,completed,Credit Card,13,2025-03-21 17:21:00
181,2025-03-23,819.56,completed,Credit Card,3,2025-03-23 08:33:00
181,2025-03-24,1272.63,completed,Bank Transfer,,2025-03-24 14:39:00
181,2025-03-26,1274.18,completed,Credit Card,3,2025-03-26 10:23:00
181,2025-03-29,985.22,completed,Credit Card,,2025-03-29 11:51:00
181,2025-04-03,1266.66,completed,GCash,10,2025-04-03 18:00:00
181,2025-04-05,1048.7,completed,Credit Card,9,2025-04-05 14:52:00
181,2025-04-06,1315.54,completed,Credit Card,9,2025-04-06 14:35:00
181,2025-04-09,869.8,completed,Credit Card,,2025-04-09 10:06:00
181,2025-04-09,1213.75,completed,Bank Transfer,9,2025-04-09 11:49:00
181,2025-04-12,1059.22,completed,Credit Card,,2025-04-12 18:31:00
181,2025-04-13,1018.97,completed,Bank Transfer,10,2025-04-13 19:02:00
181,2025-04-13,937.13,completed,Credit Card,10,2025-04-13 17:53:00
181,2025-04-15,807.64,completed,Credit Card,4,2025-04-15 18:33:00
181,2025-04-16,936.6,completed,Credit Card,10,2025-04-16 16:48:00
181,2025-04-17,765.91,processing,Bank Transfer,,2025-04-17 20:38:00
181,2025-04-17,1004.17,cancelled,Credit Card,,2025-04-17 13:03:00
181,2025-04-21,823.1,completed,Credit Card,4,2025-04-21 09:44:00
181,2025-04-23,1029.23,completed,Bank Transfer,4,2025-04-23 11:12:00
181,2025-04-24,1269.55,completed,Credit Card,4,2025-04-24 12:34:00
181,2025-04-30,979.93,shipped,Credit Card,4,2025-04-30 18:57:00
181,2025-05-05,1349.02,completed,GCash,14,2025-05-05 17:41:00
181,2025-05-18,1047.95,completed,Credit Card,4,2025-05-18 18:18:00
181,2025-06-01,896.39,completed,Bank Transfer,,2025-06-01 15:28:00
182,2025-08-10,2242.76,completed,Credit Card,15,2025-08-10 17:29:00
182,2025-08-10,1730.0,completed,Credit Card,15,2025-08-10 13:19:00
182,2025-08-10,2314.3,completed,Credit Card,15,2025-08-10 17:40:00
182,2025-08-10,1950.71,completed,Bank Transfer,15,2025-08-10 17:45:00
182,2025-08-10,2261.23,completed,Credit Card,,2025-08-10 13:49:00
182,2025-08-10,2629.57,completed,Bank Transfer,15,2025-08-10 11:05:00
182,2025-08-10,2927.6,completed,Credit Card,15,2025-08-10 18:40:00
182,2025-08-10,1803.25,completed,Bank Transfer,15,2025-08-10 19:54:00
182,2025-08-10,2639.85,completed,Bank Transfer,15,2025-08-10 14:49:00
182,2025-08-10,2703.78,completed,Credit Card,,2025-08-10 13:37:00
182,2025-08-10,1937.77,shipped,Bank Transfer,,2025-08-10 20:50:00
182,2025-08-10,1709.1,cancelled,Bank Transfer,15,2025-08-10 15:59:00
182,2025-08-10,3110.52,cancelled,Bank Transfer,,2025-08-10 16:53:00
182,2025-08-10,1805.46,completed,Bank Transfer,,2025-08-10 13:57:00
182,2025-08-10,1958.72,shipped,GCash,,2025-08-10 16:22:00
182,2025-08-10,2654.59,shipped,Bank Transfer,15,2025-08-10 15:03:00
182,2025-08-10,2146.31,completed,Bank Transfer,15,2025-08-10 18:30:00
182,2025-08-10,2031.37,shipped,Bank Transfer,15,2025-08-10 13:55:00
182,2025-08-10,3029.15,completed,Credit Card,15,2025-08-10 12:10:00
182,2025-08-10,3059.54,completed,Credit Card,15,2025-08-10 08:41:00
182,2025-08-10,1965.24,completed,Bank Transfer,,2025-08-10 10:10:00
182,2025-08-10,2217.86,completed,Bank Transfer,,2025-08-10 20:38:00
182,2025-08-10,2939.57,completed,Credit Card,,2025-08-10 15:43:00
182,2025-08-10,2174.59,completed,Credit Card,15,2025-08-10 13:12:00
182,2025-08-10,1963.55,completed,Credit Card,15,2025-08-10 20:04:00
182,2025-08-10,3109.9,completed,GCash,15,2025-08-10 13:51:00
182,2025-08-10,2295.41,completed,PayMaya,15,2025-08-10 11:36:00
182,2025-08-10,1953.96,completed,GCash,15,2025-08-10 10:41:00
182,2025-08-10,2075.27,shipped,Bank Transfer,,2025-08-10 10:37:00
182,2025-08-10,3084.78,completed,GCash,15,2025-08-10 13:07:00
182,2025-08-10,1714.81,completed,Credit Card,15,2025-08-10 15:52:00
182,2025-08-10,1752.41,completed,Credit Card,15,2025-08-10 15:23:00
182,2025-08-10,2648.46,shipped,Bank Transfer,,2025-08-10 15:50:00
182,2025-08-10,2708.17,completed,Credit Card,15,2025-08-10 20:34:00
182,2025-08-10,2251.03,processing,Bank Transfer,15,2025-08-10 13:37:00
182,2025-08-10,2981.92,shipped,GCash,,2025-08-10 19:08:00
182,2025-08-10,2926.74,completed,Bank Transfer,15,2025-08-10 15:00:00
182,2025-08-10,1857.8,completed,PayMaya,,2025-08-10 18:22:00
182,2025-08-10,2120.01,completed,GCash,,2025-08-10 16:25:00
182,2025-08-10,2938.05,shipped,Bank Transfer,15,2025-08-10 13:08:00
182,2025-08-10,2154.64,completed,Bank Transfer,,2025-08-10 20:16:00
182,2025-08-10,1986.59,completed,GCash,,2025-08-10 08:20:00
182,2025-08-10,2721.27,completed,Credit Card,,2025-08-10 16:46:00
183,2025-02-08,922.17,completed,Credit Card,8,2025-02-08 12:03:00
183,2025-02-25,1347.92,completed,Bank Transfer,2,2025-02-25 19:31:00
183,2025-02-28,897.59,completed,Credit Card,2,2025-02-28 13:45:00
183,2025-03-01,1695.35,completed,GCash,2,2025-03-01 12:16:00
183,2025-03-04,1483.7,completed,Bank Transfer,2,2025-03-04 13:37:00
183,2025-03-10,1081.74,completed,Credit Card,13,2025-03-10 08:01:00
183,2025-03-20,939.53,completed,Credit Card,,2025-03-20 20:11:00
183,2025-03-23,1489.07,completed,Credit Card,,2025-03-23 13:07:00
183,2025-04-05,1291.05,completed,GCash,9,2025-04-05 11:24:00
183,2025-04-20,1270.78,shipped,GCash,,2025-04-20 20:35:00
183,2025-04-26,1354.47,completed,Credit Card,,2025-04-26 11:49:00
184,2025-03-21,748.88,completed,Bank Transfer,3,2025-03-21 12:28:00
184,2025-03-28,573.85,shipped,GCash,,2025-03-28 20:15:00
184,2025-03-29,567.49,completed,Bank Transfer,9,2025-03-29 20:47:00
184,2025-03-29,527.64,completed,PayMaya,3,2025-03-29 18:28:00
184,2025-03-31,758.29,completed,Credit Card,13,2025-03-31 14:24:00
184,2025-03-31,608.04,completed,Credit Card,13,2025-03-31 10:23:00
184,2025-04-02,719.04,completed,Credit Card,17,2025-04-02 10:48:00
184,2025-04-02,555.36,completed,Bank Transfer,10,2025-04-02 14:49:00
184,2025-04-03,430.5,completed,PayMaya,9,2025-04-03 13:47:00
184,2025-04-04,631.51,completed,Bank Transfer,,2025-04-04 08:34:00
184,2025-04-05,573.12,processing,Bank Transfer,10,2025-04-05 13:04:00
184,2025-04-05,591.57,completed,Credit Card,9,2025-04-05 12:39:00
184,2025-04-08,616.32,completed,PayMaya,,2025-04-08 18:12:00
184,2025-04-10,502.05,completed,Credit Card,,2025-04-10 09:36:00
184,2025-04-11,760.53,processing,Credit Card,,2025-04-11 18:36:00
184,2025-04-12,660.86,completed,Credit Card,10,2025-04-12 10:06:00
184,2025-04-13,642.09,completed,PayMaya,10,2025-04-13 13:30:00
184,2025-04-14,672.45,completed,Credit Card,10,2025-04-14 12:44:00
184,2025-04-15,670.25,completed,Credit Card,10,2025-04-15 12:31:00
184,2025-04-15,631.56,completed,Credit Card,,2025-04-15 19:00:00
